Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Avg. Epit, mV (SCE)",Test Temp,pH,ClM,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
71.54,15.00,13.00,0.44,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,25,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.03,15.00,13.00,0.95,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,25,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
70.53,15.00,13.00,1.45,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.00,25,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
70.08,15.00,13.00,1.90,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,25,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
69.56,15.00,13.00,2.42,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,481.00,25,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.97,15.00,13.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,558.00,0,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.54,15.00,13.00,0.44,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.00,0,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.02,15.00,13.00,0.96,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,0,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
70.53,15.00,13.00,1.45,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,0,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
70.07,15.00,13.00,1.91,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,0,7.00,0.1000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.97,15.00,13.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.00,0,7.00,0.0000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.54,15.00,13.00,0.44,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0,7.00,0.0000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.96,15.00,13.00,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00,25,7.00,0.0000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
71.53,15.00,13.00,0.45,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,281.00,25,7.00,0.0000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
70.53,15.00,13.00,1.45,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,25,7.00,0.0000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
69.58,15.00,13.00,2.40,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.00,25,7.00,0.0000,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",steady state,"The ingots were homogenized in A or He, usually at 1050-1100 oC for several hours. Ingots of Ni-Cr, Ni-Mo, and Cr-Fe were cold rolled to 0.25 cm, then annealed at 1000-1050 oC and water quenched. The Cr-Fe alloys containing more than 40% Cr were difficult to roll or swage, hence electrodes were machined directly from the homogenized ingot. Ingots of the lower % Cr-Fe alloys and of the stainless steels were swaged to about 0.45 cm diam rods, annealed at 1050 oC and water quenched. All electrodes measured approximately 2 cm long and were either 0.4 cm diam or 0.5 cm wide by 0.2 cm thick. ",-1,"The electrodes were abraded to a fi-1l 3/0 emery paper, and pickled usually in 15% HNO3, 5% HF at 80 oC for 5 min to remove the cold worked surface.",1
81.90,16.30,0.33,0.00,0.00,0.00,0.00,0.05,0.60,0.70,0.10,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,29.6,1.00,0.1000,"Potentiody-1mic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value. ",0.02,"Two sets of laboratory-prepared ferritic alloys and two commercial ferritic stainless steels (Types 430 and 4341) were investigated. The high-purity 17% chromium, 17% Cr-l% Mo, and 17% Cr-3% Mo laboratory alloys were prepared by melting and casting in vacuum. The resulting ingots were hot-rolled to 0.64-cmthick sheet, which was cold-rolled to a 0.32-cm thickness, annealed for 1 hr at 815~ and water-quenched. The 18% Cr-2% Mo alloys modified by titanium and Type 434 is the proposed desig-1tion for stainless steel conraining 17% chromium and 1% molybdenum. nickel additions were produced by induction melting in an argon atmosphere, using the split-heat technique. In this technique, the base composition is melted, and part of the melt is poured off to produce an ingot; then to the balance of the melt, the required alloying additions are made and the next ingot is cast. This process is repeated until a series of the desired compositions is cast. The 18% Cr-2% Mo ingots were hotforged, hot-rolled to 0.76-cm-thick strips, and coldrolled to 0.38-cm-thick strips. The 18% Cr-2% Mo alloys containing titanium were annealed for 1 hr at 104O~ the minimum temperature that prevented formation of a second phase in the high titanium alloy, and then water-quenched. The rest of the 18% Cr-2% Mo materials and the hot-rolled, commercial Types 430 and 434 steels were annealed at 815~ for 1 hr and water-quenched. ",-1,"The electrodes for the potentiody-1mic studies were mounted in acrylic plastic, the exposed surface (0.5 by 0.6 cm) always being a longitudi-1l section parallel to the rolled surface. The exposed surface was polished using standard metallographic techniques, ending with a distilled water slurry of 0.3~ alumi-1. For the pitting potential measurements, the electrode surface was masked with electroplaters tape (Scotch 470), except for a circular area 0.36 cm in diameter.",1
81.03,16.52,0.30,0.99,0.00,0.00,0.00,0.07,0.54,0.42,0.11,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,29.6,1.00,0.1000,"Potentiody-1mic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value. ",0.02,"Two sets of laboratory-prepared ferritic alloys and two commercial ferritic stainless steels (Types 430 and 4341) were investigated. The high-purity 17% chromium, 17% Cr-l% Mo, and 17% Cr-3% Mo laboratory alloys were prepared by melting and casting in vacuum. The resulting ingots were hot-rolled to 0.64-cmthick sheet, which was cold-rolled to a 0.32-cm thickness, annealed for 1 hr at 815~ and water-quenched. The 18% Cr-2% Mo alloys modified by titanium and Type 434 is the proposed desig-1tion for stainless steel conraining 17% chromium and 1% molybdenum. nickel additions were produced by induction melting in an argon atmosphere, using the split-heat technique. In this technique, the base composition is melted, and part of the melt is poured off to produce an ingot; then to the balance of the melt, the required alloying additions are made and the next ingot is cast. This process is repeated until a series of the desired compositions is cast. The 18% Cr-2% Mo ingots were hotforged, hot-rolled to 0.76-cm-thick strips, and coldrolled to 0.38-cm-thick strips. The 18% Cr-2% Mo alloys containing titanium were annealed for 1 hr at 104O~ the minimum temperature that prevented formation of a second phase in the high titanium alloy, and then water-quenched. The rest of the 18% Cr-2% Mo materials and the hot-rolled, commercial Types 430 and 434 steels were annealed at 815~ for 1 hr and water-quenched. ",-1,"The electrodes for the potentiody-1mic studies were mounted in acrylic plastic, the exposed surface (0.5 by 0.6 cm) always being a longitudi-1l section parallel to the rolled surface. The exposed surface was polished using standard metallographic techniques, ending with a distilled water slurry of 0.3~ alumi-1. For the pitting potential measurements, the electrode surface was masked with electroplaters tape (Scotch 470), except for a circular area 0.36 cm in diameter.",1
