Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Avg. Epit, mV (SCE)",Test Temp,pH,ClM,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
64.65,24.30,0.00,10.90,0.02,0.00,0.00,0.00,0.01,0.12,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,895.00,25,0.70,0.0000,Potentiody-1mic Polarization,-1.00,1300C 58h,-1,None,1
75.59,24.30,0.00,0.06,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1056.00,25,0.70,0.1200,Potentiody-1mic Polarization,-1.00,1300C 58h,-1,None,1
64.65,24.30,0.00,10.90,0.02,0.00,0.00,0.00,0.01,0.12,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,856.00,25,0.70,0.1200,Potentiody-1mic Polarization,-1.00,1300C 58h,-1,None,1
75.98,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,884.30,65,0.70,0.0000,"Potentiostatic Polarization at different potentials. The working electrode was a rotating disk, the rotation rate was 3000 rpm in all experiments.",-1.00,-1,-1,Since no chloride ion was present. The breakdown potential measured was likely due to transpassive dissolution. The alloys were mecanically polished and cathodically prepolarised before an experiment. The polarisation experiments were carried out in absence of air by applying a constant potential for three hours.,1
75.98,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,487.50,65,0.70,0.1200,"Potentiostatic Polarization at different potentials. The working electrode was a rotating disk, the rotation rate was 3000 rpm in all experiments.",-1.00,-1,-1,The alloys were mecanically polished and cathodically prepolarised before an experiment. The polarisation experiments were carried out in absence of air by applying a constant potential for three hours.,1
59.31,20.12,20.18,0.01,0.02,0.01,0.00,0.00,0.08,0.18,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,549.60,22,1.00,0.5000,Potentiody-1mic Polarization. The specimens were activated at the cathodic potential of 2700 mV saturated calomel electrode (SCE) for 10 min.,1.00,-1,-1,"Specimens, with an area of 0.95 cm2, were pretreated by grinding on emery paper down to 600 grit, polished with diamond paste to 1 mm, ultrasonically cleaned in ethanol, and dried in hot air. The electrolyte was deaerated by Ar bubbling for 2 h before exposure.",1
71.70,19.20,9.00,0.00,0.00,0.00,0.00,0.05,0.01,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,25,5.40,0.3000,"Potentiody-1mic Polarization. Before athe test, specimens were cathodically polarized at - 1.150 V(SCE) for 15 min to reduce the polish-formed film.",1.00,annealed at 1100 C for 3 h followed by a water quench,-1,"0.25 um diamond polish finish, cathodically polarized at - 1.150 V(SCE) for 15 min to reduce the polish-formed film",1
71.70,19.20,9.00,0.00,0.00,0.00,0.00,0.05,0.01,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.00,25,9.00,0.3000,"Potentiody-1mic Polarization. Before athe test, specimens were cathodically polarized at - 1.150 V(SCE) for 15 min to reduce the polish-formed film.",1.00,annealed at 1100 C for 3 h followed by a water quench,-1,"0.25 um diamond polish finish, cathodically polarized at - 1.150 V(SCE) for 15 min to reduce the polish-formed film",1
72.08,17.60,10.30,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507.01,0,7.00,0.1000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.38,17.40,10.20,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,458.43,0,7.00,0.1000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.18,17.80,10.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.71,0,7.00,0.1000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.08,17.60,10.30,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.28,25,7.00,0.1000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.38,17.40,10.20,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.92,25,7.00,0.1000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.18,17.80,10.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.62,25,7.00,0.1000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.08,17.60,10.30,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297.24,25,7.00,0.0000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.38,17.40,10.20,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.82,25,7.00,0.0000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.18,17.80,10.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386.78,25,7.00,0.0000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.08,17.60,10.30,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.22,0,7.00,0.0000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.38,17.40,10.20,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.57,0,7.00,0.0000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
72.18,17.80,10.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.31,0,7.00,0.0000,"Potentiostatic Polarization, Potentiostatic polarization curves were obtained at 25°C and at 0°C in N,-saturated 0.1N -1Cl and O*lN -1Br. The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every Smin until the pitting potential was approximated and the current showed a marked increase. This was followed by longer-time runs of 12-15h at a single potential in the neighbourhood of the critical potential in order to establish the steady state value. The least noble potential at which the current did not continuously increase with time and at which no pits could be observed under a low power microscope was taken as the fi-1l value. ",0.17,"Alloys were prepared by vacuum melting in dense alumi-1 crucibles decarburized electrolytic Fe, electrolytic Cr and carbonyl Ni, the latter supplied by courtesy of the Inter-1tio-1l Nickel Company. Re containing 15 ppm Fe but less than I ppm of any other detectable impurity was supplied by courtesy of Ledgemont Laboratory,Kennecott Copper Corporation. The melt was cast in a purified argon atmosphere by drawing into 7mm dia. Vycor tubes and quenching in water. The alloys were homogenized at 1050°C for 17h, swaged to 0.4cm diameter rods, annealed at 1050°C and water quenched. ",-1,"The electrode totally immersed was first polarized in the least noble passive region for 15min, then the potential was moved in the noble direction 50mV every 5min until the pitting potential was approximated and the current showed a marked increase.",1
70.12,18.80,6.00,1.01,0.00,0.09,0.00,0.01,0.50,3.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,30,7.00,1.0000,"Polarization test, strips of 1.25 cm x 1.25 cm of the experimental alloys, as well as the commercial alloys, were subjected to anodic polarization in dearated 1 N -1CI solution at 30 C. A Type 308 rod was welded to one side of each specimen and covered with rubber tubing, except the tip for electrical connection to a potentiostat. The specimens were then mounted in epoxy, ground to 600 grit, and rinsed with distilled water. The specimen/mount interface was covered with a thin film of lacquer, and approximately 1 cm 2 of the specimen was exposed. They were then kept in a desiccator until testing. The testing procedure consisted of: (1) introduction of the solution to a one liter polarization cell; (2) setting the temperature of the solution; (3) deoxyge-1ting the solution with prepurified nitrogen at the rate of 90 ml/min starting 30 minutes before immersion of the specimen; (4) cleaning the specimen with distilled water just prior to transferring to the cel]; and (5) anodic polarization 50 minutes after the immersion at a scanning rate of 20 mV/min, using a PAR Model 173 potentiostat and ELSCINT Model ABA-26 Automatic Baseline Advance.",0.33,"The stainless steels evaluated in this study were prepared from commercially pure grades of Fe, Ni, ferrochrome, Mn, Mo, Si, manganese or chromium nitride, and chromium carbide. Melting was done in a vacuum induction fur-1ce.The melting procedure consisted of: (1) melting Fe, Ni, Mo, Mn, and ferrochrome in a vacuum; (2) bleeding nitrogen into the fur-1ce; and (3) introducing Mn4N or CrN, wrapped in iron foil, into the melt, as needed. After casting, only solid sections of the ingots were taken to prepare test specimens. The sections were first soaked for 30 minutes and hot rolled. The temperatures were 1205 C and 1095 C, depending upon hot ductility of the heats. The hot rolled specimens were pickled in a solution containing 10% HNO3 and 2% HF at 65 C to remove the hot working scale, cold rolled to 2 mm, annealed at 1065 C for 5 minutes, water quenched, and pickled again in the same HNO3-HF solution at 65 C. A small section was cut from each heat and used for chemical a-1lysis.",-1,"Some compositions were provided with ""~"" and ""<"" signs in the paper",1
69.13,18.80,6.00,1.98,0.00,0.06,0.00,0.03,0.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,30,7.00,1.0000,"Polarization test, strips of 1.25 cm x 1.25 cm of the experimental alloys, as well as the commercial alloys, were subjected to anodic polarization in dearated 1 N -1CI solution at 30 C. A Type 308 rod was welded to one side of each specimen and covered with rubber tubing, except the tip for electrical connection to a potentiostat. The specimens were then mounted in epoxy, ground to 600 grit, and rinsed with distilled water. The specimen/mount interface was covered with a thin film of lacquer, and approximately 1 cm 2 of the specimen was exposed. They were then kept in a desiccator until testing. The testing procedure consisted of: (1) introduction of the solution to a one liter polarization cell; (2) setting the temperature of the solution; (3) deoxyge-1ting the solution with prepurified nitrogen at the rate of 90 ml/min starting 30 minutes before immersion of the specimen; (4) cleaning the specimen with distilled water just prior to transferring to the cel]; and (5) anodic polarization 50 minutes after the immersion at a scanning rate of 20 mV/min, using a PAR Model 173 potentiostat and ELSCINT Model ABA-26 Automatic Baseline Advance.",0.33,"The stainless steels evaluated in this study were prepared from commercially pure grades of Fe, Ni, ferrochrome, Mn, Mo, Si, manganese or chromium nitride, and chromium carbide. Melting was done in a vacuum induction fur-1ce.The melting procedure consisted of: (1) melting Fe, Ni, Mo, Mn, and ferrochrome in a vacuum; (2) bleeding nitrogen into the fur-1ce; and (3) introducing Mn4N or CrN, wrapped in iron foil, into the melt, as needed. After casting, only solid sections of the ingots were taken to prepare test specimens. The sections were first soaked for 30 minutes and hot rolled. The temperatures were 1205 C and 1095 C, depending upon hot ductility of the heats. The hot rolled specimens were pickled in a solution containing 10% HNO3 and 2% HF at 65 C to remove the hot working scale, cold rolled to 2 mm, annealed at 1065 C for 5 minutes, water quenched, and pickled again in the same HNO3-HF solution at 65 C. A small section was cut from each heat and used for chemical a-1lysis.",-1,"Some compositions were provided with ""~"" and ""<"" signs in the paper",1
68.52,18.83,6.50,1.02,0.00,0.22,0.00,0.02,0.45,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317.00,30,7.00,1.0000,"Polarization test, strips of 1.25 cm x 1.25 cm of the experimental alloys, as well as the commercial alloys, were subjected to anodic polarization in dearated 1 N -1CI solution at 30 C. A Type 308 rod was welded to one side of each specimen and covered with rubber tubing, except the tip for electrical connection to a potentiostat. The specimens were then mounted in epoxy, ground to 600 grit, and rinsed with distilled water. The specimen/mount interface was covered with a thin film of lacquer, and approximately 1 cm 2 of the specimen was exposed. They were then kept in a desiccator until testing. The testing procedure consisted of: (1) introduction of the solution to a one liter polarization cell; (2) setting the temperature of the solution; (3) deoxyge-1ting the solution with prepurified nitrogen at the rate of 90 ml/min starting 30 minutes before immersion of the specimen; (4) cleaning the specimen with distilled water just prior to transferring to the cel]; and (5) anodic polarization 50 minutes after the immersion at a scanning rate of 20 mV/min, using a PAR Model 173 potentiostat and ELSCINT Model ABA-26 Automatic Baseline Advance.",0.33,"The stainless steels evaluated in this study were prepared from commercially pure grades of Fe, Ni, ferrochrome, Mn, Mo, Si, manganese or chromium nitride, and chromium carbide. Melting was done in a vacuum induction fur-1ce.The melting procedure consisted of: (1) melting Fe, Ni, Mo, Mn, and ferrochrome in a vacuum; (2) bleeding nitrogen into the fur-1ce; and (3) introducing Mn4N or CrN, wrapped in iron foil, into the melt, as needed. After casting, only solid sections of the ingots were taken to prepare test specimens. The sections were first soaked for 30 minutes and hot rolled. The temperatures were 1205 C and 1095 C, depending upon hot ductility of the heats. The hot rolled specimens were pickled in a solution containing 10% HNO3 and 2% HF at 65 C to remove the hot working scale, cold rolled to 2 mm, annealed at 1065 C for 5 minutes, water quenched, and pickled again in the same HNO3-HF solution at 65 C. A small section was cut from each heat and used for chemical a-1lysis.",-1,"Some compositions were provided with ""~"" and ""<"" signs in the paper",1
70.03,18.80,6.10,1.01,0.00,0.23,0.00,0.01,0.42,3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267.00,30,7.00,1.0000,"Polarization test, strips of 1.25 cm x 1.25 cm of the experimental alloys, as well as the commercial alloys, were subjected to anodic polarization in dearated 1 N -1CI solution at 30 C. A Type 308 rod was welded to one side of each specimen and covered with rubber tubing, except the tip for electrical connection to a potentiostat. The specimens were then mounted in epoxy, ground to 600 grit, and rinsed with distilled water. The specimen/mount interface was covered with a thin film of lacquer, and approximately 1 cm 2 of the specimen was exposed. They were then kept in a desiccator until testing. The testing procedure consisted of: (1) introduction of the solution to a one liter polarization cell; (2) setting the temperature of the solution; (3) deoxyge-1ting the solution with prepurified nitrogen at the rate of 90 ml/min starting 30 minutes before immersion of the specimen; (4) cleaning the specimen with distilled water just prior to transferring to the cel]; and (5) anodic polarization 50 minutes after the immersion at a scanning rate of 20 mV/min, using a PAR Model 173 potentiostat and ELSCINT Model ABA-26 Automatic Baseline Advance.",0.33,"The stainless steels evaluated in this study were prepared from commercially pure grades of Fe, Ni, ferrochrome, Mn, Mo, Si, manganese or chromium nitride, and chromium carbide. Melting was done in a vacuum induction fur-1ce.The melting procedure consisted of: (1) melting Fe, Ni, Mo, Mn, and ferrochrome in a vacuum; (2) bleeding nitrogen into the fur-1ce; and (3) introducing Mn4N or CrN, wrapped in iron foil, into the melt, as needed. After casting, only solid sections of the ingots were taken to prepare test specimens. The sections were first soaked for 30 minutes and hot rolled. The temperatures were 1205 C and 1095 C, depending upon hot ductility of the heats. The hot rolled specimens were pickled in a solution containing 10% HNO3 and 2% HF at 65 C to remove the hot working scale, cold rolled to 2 mm, annealed at 1065 C for 5 minutes, water quenched, and pickled again in the same HNO3-HF solution at 65 C. A small section was cut from each heat and used for chemical a-1lysis.",-1,"Some compositions were provided with ""~"" and ""<"" signs in the paper",1
